phrase,intent,parameters
Увеличь скорость вентилятора на два шага,ac_fan_set,"{""delta"": 2}"
Подогрей водительское сиденье до третьего уровня,seat_heater_set,"{""seat"": ""водительское"", ""level"": 3}"
Выключи обогрев пассажирского сиденья,seat_heater_set,"{""seat"": ""пассажирское"", ""state"": ""off""}"
"Можешь включить что-нибудь бодрое, чтобы проснуться на этой дороге?",play_music,"{""mood"": ""бодрое""}"
Поставь спокойный джаз на фон,play_music,"{""genre"": ""джаз""}"
"Сделай так, чтобы музыка перестала играть сейчас, пожалуйста",stop_music,
Установи громкость на 40 процентов,volume_set,"{""level"": 40}"
Поставь Радио Русский Хит,radio_set_station,"{""station_name"": ""Радио Русский Хит""}"
Проклади маршрут до Пулково,nav_start,"{""destination"": ""Пулково""}"
"Построй маршрут до МКАД, на двадцать третий километр, с учётом пробок",nav_start,"{""destination"": ""МКАД 23-й километр""}"
"Набери, пожалуйста, маму на её мобильный, это срочно",call_start,"{""contact"": ""мама""}"
Как твои дела?,chitchat,
Сколько градусов на улице?,chitchat,
"Мне хочется послушать что-нибудь спокойное, включи, пожалуйста, плейлист для вечерней поездки",play_music,"{""mood"": ""спокойное""}"
"Приостановь воспроизведение на пару минут, пожалуйста, мне нужно ответить",media_pause,
"Дальше, эта песня не нравится",next_track,
"Верни предыдущую композицию, пожалуйста",previous_track,
Переведи климат-контроль в автоматический режим,ac_mode_set,"{""mode"": ""auto""}"
"Пожалуйста, включи быстрый режим разморозки на лобовое стекло — оно очень запотело",defrost_set,"{""target"": ""лобовое"", ""mode"": ""быстрый""}"
"Открой люк на пару сантиметров, только слегка",sunroof_set,"{""amount"": ""несколько сантиметров""}"
Настрой на 99.5 FM,radio_set_station,"{""frequency"": ""99.5""}"
Подними левое заднее окно наполовину,window_set,"{""side"": ""left"", ""position"": ""rear"", ""percent"": 50}"
Открой панорамную крышу немного,sunroof_set,"{""position"": ""tilt""}"
Ослабь вентилятор на одну ступень,ac_fan_set,"{""delta"": -1}"
Включи подогрев передних сидений,seat_heater_set,"{""seat"": ""front"", ""side"": ""both"", ""state"": ""on""}"
Подогрей правое кресло на вторую ступень,seat_heater_set,"{""seat"": ""front"", ""side"": ""right"", ""level"": 2}"
Охлади пассажирское кресло на всю мощность,seat_vent_set,"{""seat"": ""passenger"", ""level"": ""max""}"
Выключи разморозку заднего стекла,defrost_set,"{""target"": ""rear"", ""state"": ""off""}"
Станция 101.2 FM,radio_set_station,"{""frequency"": 101.2}"
Переключись на «Европа Плюс»,radio_set_station,"{""station"": ""Европа Плюс""}"
"Проложи маршрут до Тверской 7, центр города, избегай платных дорог",nav_start,"{""destination"": ""Тверская 7, центр города"", ""avoid"": ""tolls""}"
"Пожалуйста, проложи маршрут до центра города и избегай мостов",nav_start,"{""destination"": ""центр города"", ""avoid"": ""bridges""}"
Позвонить отцу,call_start,"{""contact"": ""отец""}"
Дальний выключить,high_beam_set,"{""state"": ""off""}"
Дворники на слабую скорость,wipers_set,"{""level"": ""low""}"
"Сделай климат теплее на три градуса и включи подогрев сидений, мне холодно",ac_set,"{""delta"": 3}"
Закрой правое,window_set,"{""side"": ""right"", ""position_percent"": 0}"
Опусти переднее окно наполовину,window_set,"{""side"": ""front"", ""position_percent"": 50}"
