phrase,intent,parameters
"Пожалуйста, ответь на звонок",call_answer,
Завершить звонок,call_hangup,
Как доехать до ближайшего магазина?,nav_start,"{""destination"": ""ближайший магазин""}"
"Навигатор, прокладывай маршрут до работы",nav_start,"{""destination"": ""работа""}"
Включи свет фар,headlights_set,"{""state"": ""on""}"
Отключи фары,headlights_set,"{""state"": ""off""}"
Настрой дворники на авто,rain_set,"{""mode"": ""auto""}"
Включи дворники на низкой скорости,wipers_set,"{""speed"": ""low""}"
Приоткрой окно у водителя на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
"Закрой все окна, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""all""}"
"Мне жарко, открой пассажирское окно",window_set,"{""action"": ""open"", ""window"": ""passenger""}"
Сделай температуру кондиционера 24 градуса,ac_set,"{""temperature"": 24}"
Выключи кондиционер,ac_off,
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Поставь вентилятор на максимальную скорость,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Сделай отопление сиденья пассажира на средний уровень,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Открой люк на половину,sunroof_set,"{""action"": ""open"", ""percent"": 50}"
Включи задний обогрев,defrost_set,"{""state"": ""on"", ""target"": ""rear""}"
Поставь радио на частоту 95.5,radio_set,"{""frequency"": ""95.5""}"
Сделай громче на десять,volume_change,"{""delta"": 10}"
Поставь громкость на 80 процентов,volume_set,"{""level"": 80}"
Включи музыку,play_music,
Пропусти следующий трек,next_track,
Отключи звук,volume_mute_set,"{""state"": ""on""}"
Переключи на Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Как добраться до аэропорта?,nav_start,"{""destination"": ""аэропорт""}"
Позвони Алексею,call_start,"{""contact"": ""Алексей""}"
Ответь на звонок,call_answer,
Выключи фары,headlights_set,"{""state"": ""off""}"
Как дела?,chitchat,
Открой окно у водителя на тридцать процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 30}"
Закрой заднее окно,window_set,"{""action"": ""close"", ""window"": ""all""}"
Приоткрой окошко пассажира,window_set,"{""action"": ""open"", ""window"": ""passenger""}"
Сделай окно водителя полностью открытым,window_set,"{""action"": ""open"", ""window"": ""driver""}"
"Можно, пожалуйста, закрыть окно?",window_set,"{""action"": ""close"", ""window"": ""all""}"
Включи кондиционер на двадцать один градус,ac_set,"{""state"": ""on"", ""temperature"": 21}"
Поставь температуру на 25 градусов,ac_set,"{""state"": ""on"", ""temperature"": 25}"
Выключи кондиционер,ac_off,
Кондиционер пусть будет выключен,ac_off,
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Выключи рециркуляцию,ac_mode_set,"{""enabled"": false}"
Увеличь скорость вентилятора на 50,ac_fan_set,"{""level"": 50, ""speed"": ""medium""}"
Вентилятор на максимуме,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
Включи обогрев сиденья водителя на 80,seat_heater_set,"{""seat"": ""driver"", ""level"": 80}"
Сделай обогрев сиденья пассажира на 50%,seat_heater_set,"{""seat"": ""passenger"", ""level"": 50}"
Открой люк на тридцать процентов,sunroof_set,"{""action"": ""open"", ""percent"": 30}"
Закрой люк,sunroof_close,
Включи музыку,play_music,
Останови музыку,stop_music,
Сделай громче на пять,volume_change,"{""delta"": 5}"
Уменьши громкость на десять,volume_change,"{""delta"": -10}"
Поставь громкость на 75,volume_set,"{""level"": 75}"
Включи громкость,volume_mute_set,"{""state"": ""off""}"
Выключи звук,volume_mute_set,"{""state"": ""on""}"
Переключи на радио,media_source_set,"{""source"": ""radio""}"
Сделайshuffle,media_shuffle_set,
Настрой радио на 102.5,radio_set,"{""frequency"": ""102.5""}"
Назад на предыдущий трек,previous_track,
Как доехать до Кутузовского проспекта?,nav_start,"{""destination"": ""Кутузовский проспект""}"
Отмени навигацию,nav_cancel,
"Позвони, пожалуйста, Василисе",call_start,"{""contact"": ""Василиса""}"
Ответь на звонок,call_answer,
Положи трубку,call_hangup,
Включи фары,headlights_set,"{""state"": ""on""}"
Выключи свет,headlights_set,"{""state"": ""off""}"
Поставь дворники на автомат,wipers_set,"{""speed"": ""auto""}"
Настрой дворники на высокую скорость,wipers_set,"{""speed"": ""high""}"
"Привет, как дела?",chitchat,
Как ты?,chitchat,
Как прошел твой день?,chitchat,
Открой окно водителя,window_set,"{""action"": ""open"", ""window"": ""driver""}"
"Закрой пассажирское окно, пожалуйста",window_set,"{""action"": ""close"", ""window"": ""passenger""}"
Приоткрой все окна,window_set,"{""action"": ""open"", ""window"": ""all""}"
Закрой окошко на пятьдесят процентов,window_set,"{""action"": ""set"", ""window"": ""driver"", ""percent"": 50}"
"Душно, открой все окна",window_set,"{""action"": ""open"", ""window"": ""all""}"
Поставь кондиционер на 22 градуса,ac_set,"{""state"": ""on"", ""temperature"": 22}"
"Включи климат-контроль, пусть будет 20 градусов",ac_set,"{""state"": ""on"", ""temperature"": 20}"
Выключи кондиционер,ac_off,
Включи рециркуляцию воздуха,ac_mode_set,"{""enabled"": true}"
Установи скорость вентилятора на максимум,ac_fan_set,"{""level"": 100, ""speed"": ""high""}"
